AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
8;460.7286;1.339966;1;1.462317;7.477647;0.2115743;2.199905;15.84023;8.082349;0;TargetAnchor1
8;467.0708;2.248505;1;1.363293;4.859024;0.5773063;11.89889;34.22945;25.58607;1;TargetAnchor2
9;474.8241;1.355652;1;1.524498;8.252692;0.2410284;2.254004;15.5171;8.791001;0;TargetAnchor1
9;480.165;1.881989;1;2.043267;8.150061;0.4378172;3.16995;23.56635;14.37313;0;TargetAnchor2
9;485.5802;1.179413;1;1.949673;9.164643;0.2183592;0.6177001;14.8917;8.20047;0;TargetAnchor3
9;490.3115;1.965454;1;1.344794;5.448165;0.3238256;2.033702;26.90493;17.11287;0;TargetAnchor4
9;497.2871;1.935883;1;1.689385;6.541299;0.352465;1.332002;25.30991;16.57736;0;TargetAnchor5
9;504.29;1.975891;1;1.44604;4.936097;0.4098081;1.693099;29.29522;20.2352;0;TargetAnchor6
9;518.8933;1.873779;1;1.970646;10.16544;0.2294249;1.791849;22.2936;10.47569;0;TargetAnchor7
9;525.3192;1.485291;0.9949151;2.193408;6.28339;0.401956;8.685822;17.8031;9.569335;0;TargetAnchor8
