AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;5.044906;1.246618;1;1.128549;12.02053;0.08302375;2.617138;12.76837;1.966731;0;TargetAnchor1
1;8.813758;1.475566;1;1.093023;12.06604;0.07309549;0.9330311;14.85623;1.645353;0;TargetAnchor2
1;13.30358;1.388112;1;1.255637;13.45329;0.07684005;0.4594308;14.6533;3.818711;0;TargetAnchor3
1;17.95389;2.89794;1;1.06967;9.52376;0.2273865;9.425765;36.50268;18.71393;1;TargetAnchor4
2;24.83086;1.338785;1;0.7582912;7.493342;0.1154804;1.500246;14.87571;5.969864;0;TargetAnchor1
2;28.57494;1.205956;1;0.7844862;7.502996;0.1269659;2.188686;13.906;6.414351;0;TargetAnchor2
2;32.12955;1.388752;1;1.046127;11.50726;0.0825323;1.317384;14.54563;3.750914;0;TargetAnchor3
2;36.17825;1.894836;1;0.9891733;10.02489;0.1079477;0.3444047;20.72107;7.328982;0;TargetAnchor4
2;40.92102;1.623837;1;1.235818;12.72107;0.1121866;1.875779;17.09794;4.378598;0;TargetAnchor5
2;45.01831;1.971672;1;1.416221;14.7814;0.07170875;1.037802;20.21612;4.006713;0;TargetAnchor6
2;49.78397;1.843525;1;1.251637;12.99996;0.07657009;1.113137;19.15974;4.362167;0;TargetAnchor7
2;57.52814;2.503666;0.9951233;1.194396;6.133685;0.6388782;13.93082;36.80348;25.23937;0;TargetAnchor8
