AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;8.892384;1.417657;0;5.067058;9.1391;0.6180193;27.77174;16.63312;8.580997;0;TargetAnchor1
1;56.87139;1.496979;1;5.075016;10.52435;0.4286846;0.2713668;15.43093;4.587499;0;TargetAnchor1
1;67.67516;1.374046;1;5.565569;10.45553;0.4035371;1.315181;14.37233;4.47764;0;TargetAnchor2
1;77.23445;1.225616;1;8.61979;17.36754;0.2926207;2.385484;11.41527;1.671743;0;TargetAnchor3
1;82.52249;1.865875;1;5.235556;10.5842;0.3335461;0.7453844;18.79699;3.733236;0;TargetAnchor4
1;88.58311;1.479065;1;5.565243;10.18111;0.4098837;2.393148;15.30548;4.672823;0;TargetAnchor5
1;93.31336;2.368629;1;6.386471;13.86915;0.3024924;0.9038456;23.4845;3.038355;0;TargetAnchor6
1;97.85826;1.683777;1;5.837588;9.208813;0.9486276;9.706655;21.55305;10.71458;1;TargetAnchor7
2;109.2293;0.1327362;0;8.882701;16.38889;0.2769857;24.97042;0.5419953;0.04493475;0;TargetAnchor1
2;111.4345;1.18309;1;5.362518;9.964221;0.5422853;2.061377;13.45443;6.219848;0;TargetAnchor1
