AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;9.665627;1.756631;1;1.695897;6.366019;0.4369566;1.344838;23.70946;17.88262;0;TargetAnchor1
1;14.10709;1.52707;1;1.532494;6.891889;0.2804939;1.185055;17.56659;7.774886;0;TargetAnchor2
1;22.27364;1.789246;1;2.443049;11.20144;0.1841895;1.82352;20.50153;9.668177;0;TargetAnchor3
1;28.25985;2.247059;1;1.965964;9.373306;0.304015;0.2060214;24.12019;9.740927;0;TargetAnchor4
1;33.55205;2.20763;1;1.589241;5.443022;0.4551275;2.306121;30.36568;21.57408;0;TargetAnchor5
1;38.69538;2.646385;1;1.382659;3.747773;0.8211434;1.409665;46.11602;35.8116;0;TargetAnchor6
1;45.49677;2.688812;1;1.250237;3.517405;0.5534774;0.5506736;47.9848;37.63261;0;TargetAnchor7
1;53.77192;0.7348862;0.1342136;3.862417;3.233137;1.278623;24.39843;13.14098;10.73021;1;TargetAnchor8
3;64.64037;1.68679;1;2.754981;11.74377;0.4100282;1.808495;19.47104;10.78883;0;TargetAnchor1
3;69.32064;2.61924;1;1.241624;3.701411;0.6011865;1.253563;44.2789;35.78813;0;TargetAnchor2
3;80.29197;2.674789;1;1.188541;3.441566;0.6142441;1.768092;46.27675;37.3736;0;TargetAnchor3
3;85.85767;2.776871;1;1.50704;4.699178;0.5782207;1.498743;45.53982;35.2961;0;TargetAnchor4
