AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;8.42738;1.114051;1;2.136082;7.847998;0.2608296;2.39715;11.976;4.532322;0;TargetAnchor1
1;12.54994;1.692797;1;3.729462;11.40359;0.2071847;2.29727;17.00623;2.288915;0;TargetAnchor2
1;17.00071;1.38854;1;2.198336;7.93874;0.3788916;2.34032;15.23019;7.081332;0;TargetAnchor3
1;22.63679;1.645094;1;2.501192;8.347355;0.4194532;2.519453;19.47652;9.532995;0;TargetAnchor4
1;29.25545;2.000507;1;2.020352;4.991857;0.5578391;0.9044352;30.75944;21.85833;0;TargetAnchor5
1;35.12505;2.110764;1;1.92935;6.147948;0.4199235;1.474542;26.98854;14.58326;0;TargetAnchor6
1;40.40583;1.860943;1;2.968264;10.21163;0.2835718;0.7856297;19.47521;4.005955;0;TargetAnchor7
1;49.42258;0.3630142;0;0.1615467;0.2569714;0.7502293;27.39643;8.172533;8.135093;0;TargetAnchor8
1;51.66582;0.1672363;0;1.111249;3.385303;0.3163917;25.6047;1.641285;1.510826;0;TargetAnchor8
1;54.82798;0.259491;0.007028934;1.080941;3.91848;0.3387167;25.34086;2.758572;2.559987;0;TargetAnchor8
