AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;8.651016;1.436117;1;1.527766;8.594064;0.2720053;3.586016;17.77699;12.12488;0;TargetAnchor1
1;11.10166;1.155865;1;1.806863;11.27038;0.2351798;11.64838;12.82557;4.437638;1;TargetAnchor2
2;17.90269;0.8970928;1;1.712315;9.228702;0.1625639;0.9228294;10.01929;4.361014;0;TargetAnchor1
2;21.43119;1.811453;1;1.494942;6.467472;0.3577822;3.027072;26.1197;19.35975;0;TargetAnchor2
2;25.40657;2.065981;1;1.342765;5.348218;0.523131;9.892727;34.14521;28.05421;1;TargetAnchor3
4;39.83293;1.988342;1;1.148195;4.95626;0.4362755;10.32483;31.96986;25.0622;1;TargetAnchor1
5;46.88148;2.322525;1;1.048204;4.252346;0.4910575;11.73346;38.94704;30.96916;1;TargetAnchor1
6;54.10243;1.703941;1;1.437796;6.389003;0.3175069;2.630007;23.62945;15.49074;0;TargetAnchor1
6;57.84283;1.297058;1;1.700211;9.454004;0.2186718;1.936842;15.64611;8.542078;0;TargetAnchor2
6;71.02079;1.591507;1;1.528989;7.026188;0.2737827;0.3921434;21.9789;14.52966;0;TargetAnchor3
6;81.72256;2.1446;1;1.49589;4.611671;0.5919926;9.959774;36.32949;28.73877;1;TargetAnchor4
7;94.24502;2.239395;1;1.060998;4.708153;0.6231654;11.26154;34.02834;24.15791;1;TargetAnchor1
8;101.8214;1.702728;1;1.483582;7.256879;0.3263467;3.35335;23.30593;15.58704;0;TargetAnchor1
8;107.4104;1.481201;1;1.78493;9.453444;0.2681056;1.098943;16.4267;10.60654;0;TargetAnchor2
8;111.0577;1.581879;1;1.601195;6.949976;0.3132387;1.25611;22.57807;15.07981;0;TargetAnchor3
