AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;8.238269;1.273269;1;2.817351;10.24304;0.2407678;0.2985334;12.92736;2.706583;0;TargetAnchor1
1;12.70858;1.342691;1;3.112597;9.82083;0.4218259;0.2157185;13.94528;3.46703;0;TargetAnchor2
1;15.91946;1.444612;1;2.391661;8.664378;0.2711194;2.29806;14.90582;4.338141;0;TargetAnchor3
1;20.84097;1.84375;1;4.259023;12.0819;0.2767415;1.258335;19.3882;5.419901;0;TargetAnchor4
1;26.31809;1.766268;1;3.607647;10.15023;0.4523816;1.241522;18.83753;5.297498;0;TargetAnchor5
1;29.85206;1.60837;1;2.278998;5.794237;1.005686;9.529311;23.59929;14.22288;1;TargetAnchor6
2;35.70589;2.011707;1;2.106429;5.779438;0.6256343;1.812963;29.88649;22.86538;0;TargetAnchor1
2;40.45905;1.068192;1;2.878314;9.723978;0.4166927;1.221009;11.54406;4.268558;0;TargetAnchor2
2;43.907;1.345387;1;3.243979;11.62945;0.3222714;1.398843;14.2262;5.405629;0;TargetAnchor3
2;48.00672;1.855064;1;3.304333;10.59684;0.3266446;0.2982331;19.95665;6.123399;0;TargetAnchor4
2;53.01172;1.597145;1;3.505439;11.13783;0.3600955;0.7557523;17.3103;5.30258;0;TargetAnchor5
2;57.41136;2.623035;1;1.722942;3.711829;0.9555696;2.081173;44.09671;34.52201;0;TargetAnchor6
2;62.58538;2.448807;1;4.38345;14.91301;0.4920906;1.711728;27.92379;16.39557;0;TargetAnchor7
2;68.21141;2.117607;0.398356;6.669343;8.497638;1.313373;24.77958;27.46963;21.98941;1;TargetAnchor8
