AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
10;392.2116;0.4169006;1;2.008369;11.46387;0.07854269;2.123289;4.204589;1.13096;0;TargetAnchor1
10;394.581;0.7700195;1;2.347746;10.41105;0.2760681;5.654843;9.245714;4.724679;0;TargetAnchor2
10;396.5178;0.1803284;0;1.581979;5.116552;0.2149937;11.3279;3.091885;3.061276;1;TargetAnchor2
11;402.1414;0.8339539;1;2.151955;11.04002;0.1218245;1.430184;9.746153;3.272903;0;TargetAnchor1
11;406.2003;0.7023315;1;2.397926;11.70381;0.1397801;1.021832;8.195369;2.83552;0;TargetAnchor2
11;410.2029;0.3670044;1;7.716798;30.55269;0.1455245;3.483327;5.051469;2.605604;0;TargetAnchor3
11;413.7376;0.7787476;1;2.508728;8.748376;0.1647569;2.383909;10.6103;2.545049;0;TargetAnchor4
11;417.5056;0.7196655;1;2.097778;7.92296;0.1955818;0.5591313;9.796565;2.089896;0;TargetAnchor5
11;421.5771;0.7911682;1;1.699725;6.451329;0.1943104;1.084581;12.11957;4.068383;0;TargetAnchor6
11;425.4861;0.923584;1;1.701111;7.233209;0.2143064;0.6622775;12.69975;4.02493;0;TargetAnchor7
11;430.5388;1.571442;0.8312095;3.539382;10.39914;0.3799865;12.67906;20.42121;12.18646;0;TargetAnchor8
