AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;7.773305;2.539333;0.7784494;5.821523;9.559441;0.8932979;2.360492;27.40417;18.8262;0;TargetAnchor1
1;13.24953;2.506742;1;3.989074;4.601514;1.318174;2.152693;38.14381;28.68887;0;TargetAnchor2
1;18.4491;1.073053;1;7.975983;12.56493;0.3467956;1.438432;10.79129;2.749852;0;TargetAnchor3
1;21.54158;2.346022;0.6165286;4.390244;6.326755;1.363032;29.45523;28.45061;28.45061;0;TargetAnchor4
1;26.99934;1.613579;1;6.260399;7.951199;0.7198672;0.2934634;17.32176;6.735713;0;TargetAnchor4
1;47.78733;2.799999;0;6.625129;4.194961;3.360375;69.48643;42.64128;27.36;1;TargetAnchor5
2;56.19464;2.518078;0.6336765;7.2;5.571269;2.913593;32.44574;32.30862;32.30862;0;TargetAnchor1
2;66.44649;0.6167297;0;7.403954;8.965316;1.008283;31.5651;6.606753;5.421093;0;TargetAnchor1
2;68.48956;0.9343643;0;11.25417;19.3899;1.088995;33.0267;7.54538;6.74621;0;TargetAnchor1
2;76.71906;0.9968948;1;7.250013;9.206245;0.607277;2.237225;10.23763;3.763375;0;TargetAnchor1
