AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;9.699987;0.9602642;1;2.586497;11.40644;0.1022553;3.008136;9.523822;1.184684;0;TargetAnchor1
1;13.50541;1.150431;1;2.393123;8.29545;0.2088861;2.141339;11.53945;2.121591;0;TargetAnchor2
1;17.14994;1.217083;1;3.168674;12.87982;0.166234;1.44611;12.30092;2.266065;0;TargetAnchor3
1;20.14923;1.102987;0.4460817;3.524077;23.69731;0.2843997;28.09037;6.840758;6.27284;1;TargetAnchor4
2;25.71903;1.17976;1;2.228836;9.845823;0.08542684;2.841349;11.77144;1.753516;0;TargetAnchor1
2;29.72119;1.115408;1;2.367181;8.064568;0.287844;2.575326;12.03467;4.56396;0;TargetAnchor2
2;33.5945;1.244797;1;3.459347;14.92977;0.1480873;0.691958;12.74394;2.761273;0;TargetAnchor3
2;37.45252;1.807961;1;3.601443;12.63354;0.1761531;0.5841163;18.52955;3.914772;0;TargetAnchor4
2;42.42913;1.781544;1;3.862333;14.06253;0.1522012;0.532227;17.85253;2.292274;0;TargetAnchor5
2;47.4114;1.723335;1;3.001849;12.01716;0.1560719;1.505161;17.23598;2.108071;0;TargetAnchor6
2;51.65247;1.796494;1;3.188774;13.38602;0.1046579;0.5532454;17.86626;1.510415;0;TargetAnchor7
3;61.09911;0.9733772;1;2.647138;11.97835;0.04279;3.246833;9.502724;0.5857763;0;TargetAnchor1
3;65.04954;1.254982;1;2.737282;9.388687;0.1508886;2.803495;12.5367;1.879707;0;TargetAnchor2
3;68.88612;1.322067;1;3.972371;17.43035;0.1301536;1.057794;13.44608;2.652776;0;TargetAnchor3
3;72.60393;1.773552;1;3.909638;14.88881;0.07627391;1.678564;17.59347;1.372256;0;TargetAnchor4
3;77.38418;1.483696;1;3.763703;14.30029;0.1258934;1.830423;14.73868;1.492398;0;TargetAnchor5
3;81.27361;1.6745;1;3.456034;14.12787;0.0829012;2.847326;16.63452;1.502656;0;TargetAnchor6
3;86.52818;1.730293;1;3.309367;15.33628;0.1057689;1.504808;17.26295;1.679388;0;TargetAnchor7
4;94.95592;1.09346;1;2.049626;7.750282;0.1245623;2.044191;11.10725;2.703742;0;TargetAnchor1
4;98.55157;0.9697952;1;4.257122;15.24447;0.08278729;3.512967;9.49473;0.7644539;0;TargetAnchor2
4;102.2489;1.149216;1;4.076353;16.19602;0.1974973;1.248306;11.57767;1.736773;0;TargetAnchor3
4;106.5303;1.710274;1;3.767076;14.30977;0.1118852;0.9353731;16.84813;1.4464;0;TargetAnchor4
4;110.8849;1.564278;1;4.273863;15.36352;0.1231273;0.5187848;15.57823;1.820963;0;TargetAnchor5
4;114.9695;1.574844;1;3.941803;13.4636;0.21598;3.732825;16.39539;4.25972;0;TargetAnchor6
4;119.9704;1.888313;1;3.198047;13.85694;0.1341683;0.485974;19.38638;4.257717;0;TargetAnchor7
5;129.1704;1.008316;1;2.435248;10.64413;0.153158;2.168455;10.29546;2.774463;0;TargetAnchor1
5;133.1113;0.9516602;1;3.562873;14.53607;0.04418328;4.036548;9.314015;0.5590811;0;TargetAnchor2
5;137.2718;1.093933;1;2.8337;12.31843;0.1300864;1.625123;11.0418;2.154839;0;TargetAnchor3
5;141.4302;3.449509;0.9687601;7.44444;34.77023;0.5046961;9.612552;26.76298;12.82259;1;TargetAnchor4
6;150.4528;1.000641;1;1.927906;7.981278;0.1388817;2.977253;10.14525;2.395807;0;TargetAnchor1
6;154.1145;1.147659;1;3.655918;14.2933;0.09103487;2.016755;11.25426;1.030247;0;TargetAnchor2
