AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
6;157.8476;1.252426;1;3.388219;15.07558;0.1269789;1.828091;12.58593;1.86561;0;TargetAnchor3
6;162.3237;1.833588;1;4.081566;14.48547;0.1392902;0.470089;18.31503;2.02375;0;TargetAnchor4
6;167.5483;1.491928;1;4.486667;13.68561;0.2134234;1.908581;15.08056;2.464211;0;TargetAnchor5
6;174.0214;1.796539;1;3.652659;15.21862;0.1374205;1.804186;18.00093;2.092866;0;TargetAnchor6
6;179.5542;1.610291;1;3.848844;16.33546;0.08744885;2.622;16.02167;1.850832;0;TargetAnchor7
7;189.7886;1.109543;1;3.415564;13.44107;0.08110423;2.168345;10.9269;0.8295774;0;TargetAnchor1
7;193.4133;1.140961;1;3.71307;14.19298;0.1436633;1.947064;11.51098;2.264503;0;TargetAnchor2
7;198.3346;1.012863;1;4.358349;17.58022;0.1296974;2.8801;9.916487;1.037267;0;TargetAnchor3
7;202.688;1.769592;1;3.96075;14.35217;0.1566994;0.3380073;17.66199;2.08023;0;TargetAnchor4
7;207.7676;1.755905;1;5.408572;19.98528;0.1495775;0.9316496;15.69641;2.832835;0;TargetAnchor5
7;212.336;1.797287;1;4.383153;15.47054;0.10701;0.7959046;17.84932;1.723799;0;TargetAnchor6
7;217.6749;1.682404;1;3.425755;14.13784;0.08919623;1.762791;16.71947;1.412364;0;TargetAnchor7
8;226.1478;1.059875;1;4.59957;18.6223;0.1172316;3.385433;10.37369;1.282624;0;TargetAnchor1
8;230.2474;1.115662;1;3.454875;10.46003;0.169636;2.471952;11.22996;2.425805;0;TargetAnchor2
8;233.6493;1.203506;1;3.031371;11.48352;0.1439738;1.342081;12.14289;2.677697;0;TargetAnchor3
8;237.9836;1.729599;1;3.74293;11.46593;0.262074;0.7819324;17.95416;4.894362;0;TargetAnchor4
8;243.0465;1.671921;1;4.919237;15.85219;0.1474651;0.736255;16.75723;2.139456;0;TargetAnchor5
8;248.5016;1.82666;1;3.770858;13.39602;0.1472732;1.047499;18.01541;1.878032;0;TargetAnchor6
8;253.6933;1.558121;1;3.973431;16.02871;0.1639113;3.042423;15.86526;3.322659;0;TargetAnchor7
9;264.2226;0.8858337;1;3.492477;10.98764;0.1693741;2.418593;8.899945;2.025058;0;TargetAnchor1
9;267.6805;1.107849;1;2.980562;10.93727;0.148842;2.923697;11.17309;2.212104;0;TargetAnchor2
9;271.5931;1.115234;1;3.203901;13.42017;0.09950689;2.29376;10.98194;1.191773;0;TargetAnchor3
9;275.8454;1.650238;1;3.805759;13.383;0.1601419;1.604474;16.49362;2.14046;0;TargetAnchor4
9;281.0759;1.348724;1;4.227985;13.96568;0.09992027;2.871497;13.32061;1.228633;0;TargetAnchor5
9;285.4969;1.539764;1;4.364696;15.66283;0.1301056;2.956591;15.32662;1.690476;0;TargetAnchor6
9;290.0986;1.597931;1;3.32091;13.52292;0.09455628;1.792205;15.96247;1.91778;0;TargetAnchor7
10;299.4698;0.9819031;1;2.168301;9.389173;0.05271186;2.549894;9.699326;1.067182;0;TargetAnchor1
10;303.8681;1.002686;1;3.733597;16.62566;0.09908975;3.914473;9.881003;0.9508257;0;TargetAnchor2
10;307.4855;1.359192;1;3.70507;17.27931;0.18968;2.703401;13.07977;3.282861;0;TargetAnchor3
10;312.9811;1.530029;1;3.978865;14.98392;0.07830439;1.496589;15.13592;1.388655;0;TargetAnchor4
10;317.3373;1.349823;1;3.331311;12.81872;0.23647;3.046435;14.03345;3.442678;0;TargetAnchor5
10;322.0621;1.532043;1;3.94239;15.95698;0.1076345;3.239079;15.31795;1.872389;0;TargetAnchor6
10;327.0485;1.723877;1;3.550271;15.95793;0.05162909;2.568011;17.13073;1.389334;0;TargetAnchor7
