AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;16.78423;2.908222;0.8810866;3.709064;23.74903;0.3671463;10.17107;25.14458;10.73334;1;TargetAnchor1
2;23.83801;1.486525;1;1.491233;7.585846;0.2235686;0.3705716;16.31622;6.411978;0;TargetAnchor1
2;27.85823;1.4951;1;1.592009;7.880313;0.1966915;2.157475;16.56593;6.803429;0;TargetAnchor2
2;32.01396;1.197201;1;2.582217;13.16955;0.1612311;1.085922;12.54878;3.451259;0;TargetAnchor3
2;36.19277;1.790863;1;2.236333;11.15037;0.2110848;1.954885;19.25389;5.461825;0;TargetAnchor4
2;40.09974;1.786823;1;1.486827;6.437969;0.2945938;1.75325;20.3233;8.978017;0;TargetAnchor5
2;44.96988;2.122288;1;2.215098;11.24284;0.2235998;0.2972352;22.06657;5.476856;0;TargetAnchor6
2;48.82912;1.801712;1;2.741266;9.700785;0.3933662;9.902628;26.56269;11.24543;1;TargetAnchor7
3;56.14007;1.175983;1;1.935484;9.783009;0.1609523;1.194387;12.26616;3.407733;0;TargetAnchor1
3;59.32872;1.335884;1;1.612291;7.415839;0.2450597;0.5393249;14.784;6.137532;0;TargetAnchor2
3;62.29331;1.171841;1;2.414562;11.95003;0.329092;1.765879;12.32535;3.567757;0;TargetAnchor3
3;65.93254;1.107979;0.9420534;2.423343;7.178541;0.3730285;9.686065;15.86633;6.856823;1;TargetAnchor4
