AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;24.64477;1.509619;1;3.301753;10.23152;0.6663823;0.5282387;16.1352;6.237266;0;TargetAnchor1
1;31.85325;1.450647;1;3.10829;10.77132;0.2462978;0.5842173;15.58283;5.329786;0;TargetAnchor2
1;34.68639;0.1812248;0.3774743;0.6970187;0.9923157;0.7670127;13.149;4.214498;3.803511;1;TargetAnchor3
2;40.82191;1.068356;1;2.543185;8.148657;0.3120926;0.8798532;12.48394;6.227098;0;TargetAnchor1
2;44.12232;1.361267;1;4.216167;9.552565;0.4937605;0.2301411;15.88914;7.852705;0;TargetAnchor2
2;47.86446;1.403412;1;3.605089;10.18731;0.3644124;0.3016276;16.2785;7.271436;0;TargetAnchor3
2;51.47038;1.784527;1;2.552412;7.314445;0.3749739;0.5571786;20.23939;9.010172;0;TargetAnchor4
2;59.84688;1.686745;1;1.953023;5.997475;0.4860841;2.448303;20.84102;10.99319;0;TargetAnchor5
2;63.1806;0.2561264;1;0.7503386;1.166669;0.6348432;18.30741;5.788312;5.186258;1;TargetAnchor6
3;68.34032;1.647797;1;1.995372;5.941475;0.4346962;1.930374;21.49362;13.01593;0;TargetAnchor1
3;73.28011;1.258522;1;2.720285;6.87218;0.4098998;1.384566;16.22945;9.511316;0;TargetAnchor2
