AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
8;514.8327;0.8091431;1;1.865255;9.744402;0.140487;2.481283;8.805234;3.543428;0;TargetAnchor1
8;521.2491;1.42688;1;2.2082;7.677938;0.329733;1.742126;18.69421;11.2249;0;TargetAnchor2
8;525.6614;1.958435;1;1.664541;6.426728;0.4529892;9.258481;28.23131;18.84444;1;TargetAnchor3
9;536.1213;1.098328;1;2.960907;13.23826;0.2980954;3.419515;13.8671;7.782413;0;TargetAnchor1
9;541.9545;2.182251;1;1.54793;4.916394;0.5453597;12.89527;34.31871;24.1053;1;TargetAnchor2
10;549.5432;1.819702;1;1.943807;8.556392;0.365922;2.241592;23.62631;14.14689;0;TargetAnchor1
10;555.6257;1.585022;1;3.242691;15.499;0.2102353;1.754892;16.31911;5.974936;0;TargetAnchor2
10;564.4196;1.065674;1;1.645087;8.201359;0.2057342;2.863449;11.63405;4.377121;0;TargetAnchor3
10;567.3795;2.690369;0.457626;2.520025;8.322053;0.6373758;37.50336;34.82349;24.72454;1;TargetAnchor4
11;576.0378;1.589783;1;2.112794;10.10509;0.3581834;2.502042;18.81739;10.78147;0;TargetAnchor1
11;581.2527;1.873901;1;3.104038;12.73782;0.2977199;2.020916;20.71338;7.940738;0;TargetAnchor2
11;586.8517;1.519531;1;3.572976;17.24653;0.302575;2.081779;16.988;7.31098;0;TargetAnchor3
11;593.8859;1.467529;1;3.184449;12.39037;0.3080449;3.478799;17.73368;9.322187;0;TargetAnchor4
11;596.4493;0.4910278;0.3731424;1.245722;4.091852;0.4350494;33.18559;7.306551;6.422031;1;TargetAnchor5
12;602.5321;1.274414;1;1.704451;8.257764;0.2309606;0.6328294;14.65482;6.927821;0;TargetAnchor1
12;608.1888;0.9104614;1;1.98563;8.651425;0.1781678;2.141034;10.09865;4.305115;0;TargetAnchor2
12;614.8622;1.221802;1;1.548805;6.834525;0.2750792;0.548735;15.1832;8.149494;0;TargetAnchor3
12;621.0601;1.820374;1;2.255045;8.108826;0.3901316;3.222993;22.80401;12.73058;0;TargetAnchor4
12;627.4434;1.775635;1;1.997684;7.83751;0.3842123;1.615836;22.68499;13.01903;0;TargetAnchor5
12;633.0781;1.543579;1;3.111248;11.68152;0.3356665;3.274335;19.70912;11.40979;0;TargetAnchor6
12;646.9478;1.932678;1;1.484973;6.765446;0.382187;2.009279;23.92482;16.07345;0;TargetAnchor7
12;654.155;2.111145;0.9464993;1.985065;5.046868;0.5552878;13.11297;27.53283;16.82032;0;TargetAnchor8
