AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;16.35727;2.042345;1;1.292487;4.815966;0.4851946;12.23304;33.54694;24.93799;1;TargetAnchor1
2;24.4101;2.433556;1;1.184685;4.257987;0.6485358;10.68695;40.62107;32.8652;1;TargetAnchor1
3;37.06659;1.432758;1;2.013123;9.079372;0.3240948;0.7447125;18.84662;12.32249;0;TargetAnchor1
3;45.32219;1.897984;1;3.003803;10.94905;0.4035264;2.813638;25.78831;19.35971;0;TargetAnchor2
3;51.40112;1.570675;1;2.007969;8.835069;0.3275196;0.7634027;20.45453;13.84315;0;TargetAnchor3
3;56.85056;1.883694;1;1.494665;6.517673;0.4181331;1.739231;24.99642;16.88548;0;TargetAnchor4
3;63.33951;2.752869;1;1.233503;4.109089;0.6482803;11.19281;49.53119;40.37097;1;TargetAnchor5
5;80.30164;1.718208;1;1.507196;6.639019;0.359679;1.846928;23.38316;15.47198;0;TargetAnchor1
5;86.82973;1.702309;1;1.821861;6.694526;0.3742063;3.822213;24.76492;16.77034;0;TargetAnchor2
5;89.54784;1.350792;1;1.515264;7.18702;0.4522706;9.522099;16.65584;8.064655;1;TargetAnchor3
8;116.2461;1.480522;1;1.639394;7.629457;0.2924082;2.393592;19.12405;12.2642;0;TargetAnchor1
8;123.5749;2.149239;1;1.373419;5.099167;0.4457921;3.788622;33.12904;25.24173;0;TargetAnchor2
8;126.7542;0.9404449;1;1.939209;10.24126;0.2793715;10.01508;10.41439;3.50614;1;TargetAnchor3
9;137.3713;1.656891;1;1.439748;6.417152;0.392098;3.717244;21.98722;15.05387;0;TargetAnchor1
9;140.0853;0.2998962;0;1.275903;6.918566;0.2262081;28.32706;3.135092;2.73139;1;TargetAnchor2
10;147.5044;1.87941;1;1.132671;4.722148;0.4351745;11.60752;30.9424;22.84327;1;TargetAnchor1
11;157.0379;2.587418;1;1.005692;3.841641;0.6003133;12.92899;46.33633;36.71447;1;TargetAnchor1
12;165.3894;1.781433;1;1.407677;6.937575;0.3281429;1.947011;24.34875;17.18688;0;TargetAnchor1
12;170.873;1.421036;1;2.153369;8.586283;0.3002167;2.558109;18.3078;11.70425;0;TargetAnchor2
12;177.1955;1.378769;1;2.059864;8.584262;0.3121162;1.350412;19.43661;12.6391;0;TargetAnchor3
