AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;8.582399;1.250422;1;8.677658;9.410222;0.5092589;0.01766323;11.98798;2.738061;0;TargetAnchor1
1;12.14118;1.564071;1;6.431391;9.418964;0.6875581;1.058172;17.07032;6.827746;0;TargetAnchor2
1;16.72114;1.272116;1;7.050247;9.828138;0.6702438;1.466839;15.78177;8.62719;0;TargetAnchor3
1;24.91949;2.74708;1;3.420289;3.723909;1.535346;1.758894;45.92337;35.82372;0;TargetAnchor4
1;30.60851;2.298725;1;4.558364;6.269073;1.110093;2.326021;29.81189;17.26451;0;TargetAnchor5
1;35.14335;1.899933;1;4.20235;5.24;1.440208;10.31859;29.67308;20.9554;1;TargetAnchor6
2;51.02597;2.394184;1;6.864989;8.822681;1.706712;2.882802;28.78996;23.65601;0;TargetAnchor1
2;56.41772;1.827778;1;7.8753;8.131169;1.237247;0.2850559;24.21331;18.61984;0;TargetAnchor2
2;61.20064;2.686634;0.9847341;7.726129;6.464613;1.817288;0.6692119;38.24454;33.03191;0;TargetAnchor3
2;66.29325;2.604836;1;4.735007;4.309606;2.312791;3.036761;41.75099;31.6554;0;TargetAnchor4
