AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;29.17585;0.66012;0;4.581606;9.007302;0.6361403;35.9085;8.647128;5.851658;0;TargetAnchor1
1;31.6241;0.9516716;0.03324583;7.218118;20.79773;0.6466739;33.47406;9.370697;7.120731;0;TargetAnchor1
1;35.09486;1.526382;0;2.923549;6.182162;0.7801228;45.76988;20.80763;15.12341;0;TargetAnchor1
1;43.97048;1.249928;0.4249318;5.843548;12.96998;0.9151738;51.70718;13.96687;10.82596;0;TargetAnchor1
1;47.37893;3.008415;1;4.067014;9.09478;1.172457;17.49185;37.11604;18.46287;1;TargetAnchor1
2;89.70231;1.176132;0.1027647;4.321985;9.337965;0.8469375;54.72836;13.42236;9.543777;0;TargetAnchor1
2;93.35796;1.513885;0.753674;13.07234;44.6311;0.5083126;46.89221;10.83721;6.274718;0;TargetAnchor1
2;97.42287;1.612503;0.7271014;8.704321;27.09371;0.5472125;46.26338;12.85069;5.529324;0;TargetAnchor1
2;102.307;2.484917;0.7367189;4.072531;7.537766;1.367018;47.19827;34.57814;32.96085;0;TargetAnchor1
2;117.3596;2.529655;1;3.061467;4.899278;1.346325;18.81344;41.24216;28.63091;1;TargetAnchor1
3;125.6602;0.8395004;0.09617907;6.868012;12.68522;0.9546917;48.04182;10.28695;6.885064;0;TargetAnchor1
3;127.9072;0.7817383;1;4.459963;10.23627;0.587709;40.24541;8.278341;4.641788;0;TargetAnchor1
3;130.0168;0.8317871;0;6.700775;18.57803;0.400401;59.03245;7.57434;3.156138;0;TargetAnchor1
3;133.4144;1.384644;0.1149896;9.388443;27.91809;0.6471981;58.6883;11.76998;6.846684;0;TargetAnchor1
3;136.7595;0.8435364;0.7849912;17.91489;34.79139;0.7874206;54.90977;7.208923;3.39379;0;TargetAnchor1
3;149.0988;2.965164;0.8121802;4.531738;8.028798;1.427603;28.63529;44.5904;28.53235;1;TargetAnchor1
