AttemptID;StartTime;Duration;Efficiency;ZigZag_Average;Curvature_Normalized;MaxLateralOffset;LandingError;TotalDistance;VerticalOscillation;EndedInDeath;TargetAnchorName
1;161.4061;1.552078;1;3.084049;8.016164;0.3345915;0.907554;16.15861;4.716994;0;TargetAnchor1
1;165.5255;1.289536;1;3.728484;9.56439;0.347694;3.571621;13.64404;4.631693;0;TargetAnchor2
1;168.7925;1.409897;1;4.592627;11.83653;0.3645754;2.738678;14.74418;4.555902;0;TargetAnchor3
1;173.1244;1.9561;1;4.212348;11.18023;0.307457;0.3541208;19.96867;4.11696;0;TargetAnchor4
1;177.2272;1.662766;1;3.556406;9.212229;0.3399117;0.423281;17.37237;5.085608;0;TargetAnchor5
1;180.6363;1.228867;1;3.415262;6.558676;0.7799167;11.87089;17.70462;10.80044;1;TargetAnchor6
2;186.6121;1.229004;1;3.254732;8.372217;0.3007499;0.462451;12.82888;4.231123;0;TargetAnchor1
2;190.0964;1.281937;1;3.335037;7.924806;0.4383707;1.075175;14.3084;6.222341;0;TargetAnchor2
2;194.4665;1.293823;1;3.814209;10.30326;0.2110702;1.614652;12.9568;2.609019;0;TargetAnchor3
2;198.0647;1.86937;1;3.578087;9.387189;0.4058226;0.9782764;19.43952;5.129649;0;TargetAnchor4
2;202.376;1.67009;1;4.851531;13.17533;0.2883371;0.7255594;16.93851;3.567022;0;TargetAnchor5
2;205.9724;1.41655;1;4.485251;9.526408;0.3436291;3.243734;17.89127;4.123153;0;TargetAnchor6
2;210.4318;1.714249;1;3.415581;8.324493;0.4746796;1.653368;19.28433;8.468179;0;TargetAnchor7
2;215.4318;1.775909;1;3.561749;5.725772;0.5917215;11.0547;26.12634;6.427105;0;TargetAnchor8
